LocationID,LocationName,Latitude,Longitude,SurfaceType,TrafficDensity,Observation_Time,max_temp_C,min_temp_C,mean_temp_C,humidity_pct,rainfall_mm,wind_speed_kmh,source,heat_index_C,Observation_Date,Observation_Timestamp,Observation_Hour,Observation_Minute,Observation_Month,Observation_Year
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-01 12:30:00,27.64,16.86,21.8,76.09,0.0,3.31,NASA POWER & Microclimate Model,30.71,2020-01-01,1577881800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-02 12:30:00,27.83,16.19,21.78,79.37,0.01,4.1,NASA POWER & Microclimate Model,31.59,2020-01-02,1577968200,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-03 12:30:00,21.92,17.12,19.21,92.62,36.36,4.03,NASA POWER & Microclimate Model,22.59,2020-01-03,1578054600,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-04 12:30:00,24.76,15.81,20.08,83.94,2.04,3.71,NASA POWER & Microclimate Model,25.48,2020-01-04,1578141000,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-05 12:30:00,23.46,14.83,18.5,87.04,6.46,5.62,NASA POWER & Microclimate Model,24.13,2020-01-05,1578227400,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-06 12:30:00,21.96,11.03,16.18,82.37,0.07,6.26,NASA POWER & Microclimate Model,22.36,2020-01-06,1578313800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-07 12:30:00,23.16,10.04,16.05,80.92,0.14,5.36,NASA POWER & Microclimate Model,23.64,2020-01-07,1578400200,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-08 12:30:00,23.11,12.14,17.19,79.3,0.0,4.32,NASA POWER & Microclimate Model,23.55,2020-01-08,1578486600,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-09 12:30:00,22.92,13.3,17.59,83.58,0.86,4.54,NASA POWER & Microclimate Model,23.45,2020-01-09,1578573000,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-10 12:30:00,23.69,13.92,18.22,84.86,0.36,5.69,NASA POWER & Microclimate Model,24.33,2020-01-10,1578659400,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-11 12:30:00,22.42,11.8,16.6,87.0,0.51,7.38,NASA POWER & Microclimate Model,22.99,2020-01-11,1578745800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-12 12:30:00,23.68,11.77,16.89,85.49,0.0,7.02,NASA POWER & Microclimate Model,24.34,2020-01-12,1578832200,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-13 12:30:00,23.53,10.96,16.87,82.49,0.0,4.61,NASA POWER & Microclimate Model,24.09,2020-01-13,1578918600,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-14 12:30:00,23.9,11.72,17.88,80.69,0.0,3.82,NASA POWER & Microclimate Model,24.45,2020-01-14,1579005000,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-15 12:30:00,24.9,13.57,18.9,82.49,0.0,4.28,NASA POWER & Microclimate Model,25.6,2020-01-15,1579091400,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-16 12:30:00,26.92,13.79,20.38,76.55,0.0,3.96,NASA POWER & Microclimate Model,29.26,2020-01-16,1579177800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-17 12:30:00,28.25,14.99,21.49,76.71,0.0,4.03,NASA POWER & Microclimate Model,32.19,2020-01-17,1579264200,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-18 12:30:00,28.93,16.53,21.93,74.29,0.0,3.71,NASA POWER & Microclimate Model,33.38,2020-01-18,1579350600,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-19 12:30:00,27.96,16.95,21.46,79.35,0.0,5.54,NASA POWER & Microclimate Model,31.9,2020-01-19,1579437000,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-20 12:30:00,23.46,13.96,18.07,82.38,0.0,7.42,NASA POWER & Microclimate Model,24.01,2020-01-20,1579523400,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-21 12:30:00,22.67,10.85,16.58,74.12,0.0,5.8,NASA POWER & Microclimate Model,22.93,2020-01-21,1579609800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-22 12:30:00,23.35,10.42,16.62,72.5,0.0,5.65,NASA POWER & Microclimate Model,23.63,2020-01-22,1579696200,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-23 12:30:00,24.17,12.61,17.71,74.24,0.0,5.0,NASA POWER & Microclimate Model,24.58,2020-01-23,1579782600,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-24 12:30:00,23.35,12.39,16.86,72.46,0.0,4.9,NASA POWER & Microclimate Model,23.63,2020-01-24,1579869000,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-25 12:30:00,23.9,11.44,17.01,67.91,0.0,4.28,NASA POWER & Microclimate Model,24.12,2020-01-25,1579955400,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-26 12:30:00,22.91,11.74,16.61,72.4,0.0,5.4,NASA POWER & Microclimate Model,23.15,2020-01-26,1580041800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-27 12:30:00,22.99,11.83,17.22,71.99,0.0,4.54,NASA POWER & Microclimate Model,23.22,2020-01-27,1580128200,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-28 12:30:00,24.89,11.82,18.76,69.81,0.0,4.0,NASA POWER & Microclimate Model,25.26,2020-01-28,1580214600,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-29 12:30:00,23.93,15.25,18.68,74.14,0.28,3.56,NASA POWER & Microclimate Model,24.31,2020-01-29,1580301000,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-30 12:30:00,25.6,13.93,19.66,78.08,0.27,3.67,NASA POWER & Microclimate Model,26.25,2020-01-30,1580387400,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-01-31 12:30:00,25.49,15.57,19.73,79.75,1.45,5.33,NASA POWER & Microclimate Model,26.18,2020-01-31,1580473800,12,30,1,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-01 12:30:00,25.03,12.83,18.4,70.52,0.0,5.04,NASA POWER & Microclimate Model,25.43,2020-02-01,1580560200,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-02 12:30:00,24.54,12.25,18.16,66.06,0.0,6.26,NASA POWER & Microclimate Model,24.77,2020-02-02,1580646600,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-03 12:30:00,23.36,11.52,16.66,65.35,0.0,5.72,NASA POWER & Microclimate Model,23.46,2020-02-03,1580733000,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-04 12:30:00,24.67,10.38,17.02,66.55,0.0,6.08,NASA POWER & Microclimate Model,24.93,2020-02-04,1580819400,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-05 12:30:00,24.91,11.81,18.13,67.04,0.0,5.83,NASA POWER & Microclimate Model,25.21,2020-02-05,1580905800,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-06 12:30:00,26.11,12.97,18.95,65.11,0.0,5.65,NASA POWER & Microclimate Model,26.48,2020-02-06,1580992200,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-07 12:30:00,26.18,12.71,18.94,62.57,0.0,4.97,NASA POWER & Microclimate Model,26.49,2020-02-07,1581078600,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-08 12:30:00,26.47,12.86,19.37,65.42,0.01,5.4,NASA POWER & Microclimate Model,27.74,2020-02-08,1581165000,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-09 12:30:00,27.41,15.08,19.76,68.29,0.03,7.42,NASA POWER & Microclimate Model,29.39,2020-02-09,1581251400,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-10 12:30:00,26.04,10.88,17.92,63.85,0.09,6.52,NASA POWER & Microclimate Model,26.37,2020-02-10,1581337800,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-11 12:30:00,26.28,11.77,18.44,63.87,0.0,6.48,NASA POWER & Microclimate Model,26.63,2020-02-11,1581424200,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-12 12:30:00,26.6,11.14,18.45,61.96,0.0,7.27,NASA POWER & Microclimate Model,27.71,2020-02-12,1581510600,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-13 12:30:00,27.11,12.2,19.28,56.96,0.0,5.47,NASA POWER & Microclimate Model,28.0,2020-02-13,1581597000,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-14 12:30:00,27.51,13.84,20.45,63.42,0.0,5.58,NASA POWER & Microclimate Model,29.07,2020-02-14,1581683400,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-15 12:30:00,28.5,15.41,21.61,75.77,0.0,6.55,NASA POWER & Microclimate Model,32.62,2020-02-15,1581769800,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-16 12:30:00,29.01,16.53,22.5,68.06,0.0,3.6,NASA POWER & Microclimate Model,32.39,2020-02-16,1581856200,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-17 12:30:00,29.25,16.48,22.37,62.85,0.0,4.18,NASA POWER & Microclimate Model,31.95,2020-02-17,1581942600,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-18 12:30:00,29.68,16.37,22.67,60.59,0.0,4.46,NASA POWER & Microclimate Model,32.34,2020-02-18,1582029000,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-19 12:30:00,29.64,17.22,23.19,59.81,0.0,3.64,NASA POWER & Microclimate Model,32.13,2020-02-19,1582115400,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-20 12:30:00,30.11,17.41,23.29,56.35,0.0,3.38,NASA POWER & Microclimate Model,32.32,2020-02-20,1582201800,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-21 12:30:00,31.23,16.08,23.42,61.72,0.0,4.97,NASA POWER & Microclimate Model,35.8,2020-02-21,1582288200,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-22 12:30:00,31.8,19.0,24.46,57.27,0.0,3.6,NASA POWER & Microclimate Model,35.84,2020-02-22,1582374600,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-23 12:30:00,32.24,20.55,25.72,55.99,0.0,2.77,NASA POWER & Microclimate Model,36.43,2020-02-23,1582461000,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-24 12:30:00,31.26,20.16,25.29,60.71,0.02,3.46,NASA POWER & Microclimate Model,35.59,2020-02-24,1582547400,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-25 12:30:00,29.04,19.51,23.08,69.16,0.98,4.86,NASA POWER & Microclimate Model,32.66,2020-02-25,1582633800,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-26 12:30:00,28.05,19.3,22.93,71.02,1.21,4.54,NASA POWER & Microclimate Model,30.9,2020-02-26,1582720200,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-27 12:30:00,28.86,17.74,22.78,70.81,0.38,3.78,NASA POWER & Microclimate Model,32.57,2020-02-27,1582806600,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-28 12:30:00,30.59,17.2,23.3,59.1,0.0,3.85,NASA POWER & Microclimate Model,33.79,2020-02-28,1582893000,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-02-29 12:30:00,31.84,18.31,24.3,56.74,0.0,3.67,NASA POWER & Microclimate Model,35.78,2020-02-29,1582979400,12,30,2,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-01 12:30:00,32.3,19.23,25.01,57.85,0.0,4.39,NASA POWER & Microclimate Model,37.11,2020-03-01,1583065800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-02 12:30:00,32.24,19.31,25.39,55.92,0.26,4.18,NASA POWER & Microclimate Model,36.41,2020-03-02,1583152200,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-03 12:30:00,31.49,20.29,25.64,60.09,12.12,3.6,NASA POWER & Microclimate Model,35.94,2020-03-03,1583238600,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-04 12:30:00,30.19,20.15,25.24,68.86,16.52,4.07,NASA POWER & Microclimate Model,35.22,2020-03-04,1583325000,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-05 12:30:00,30.87,20.05,25.73,67.54,2.51,4.75,NASA POWER & Microclimate Model,36.54,2020-03-05,1583411400,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-06 12:30:00,30.06,20.39,25.48,70.49,11.52,4.43,NASA POWER & Microclimate Model,35.31,2020-03-06,1583497800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-07 12:30:00,30.41,19.71,24.91,74.84,3.36,4.93,NASA POWER & Microclimate Model,37.4,2020-03-07,1583584200,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-08 12:30:00,31.07,21.6,25.6,73.43,1.66,3.82,NASA POWER & Microclimate Model,38.87,2020-03-08,1583670600,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-09 12:30:00,30.96,20.06,25.17,58.21,0.0,5.0,NASA POWER & Microclimate Model,34.33,2020-03-09,1583757000,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-10 12:30:00,31.57,20.1,24.8,50.58,0.09,5.26,NASA POWER & Microclimate Model,33.72,2020-03-10,1583843400,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-11 12:30:00,32.05,18.8,25.3,54.43,0.0,5.26,NASA POWER & Microclimate Model,35.59,2020-03-11,1583929800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-12 12:30:00,34.69,19.97,27.3,58.8,0.0,4.64,NASA POWER & Microclimate Model,43.59,2020-03-12,1584016200,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-13 12:30:00,35.8,21.03,27.93,58.36,0.0,5.44,NASA POWER & Microclimate Model,46.64,2020-03-13,1584102600,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-14 12:30:00,35.21,21.76,27.42,59.31,0.0,8.39,NASA POWER & Microclimate Model,45.34,2020-03-14,1584189000,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-15 12:30:00,34.62,19.67,26.18,60.69,0.01,10.8,NASA POWER & Microclimate Model,44.25,2020-03-15,1584275400,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-16 12:30:00,34.51,20.35,26.79,58.35,0.0,8.42,NASA POWER & Microclimate Model,42.88,2020-03-16,1584361800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-17 12:30:00,33.35,19.96,26.44,54.58,0.0,5.98,NASA POWER & Microclimate Model,38.48,2020-03-17,1584448200,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-18 12:30:00,33.92,20.57,26.69,51.59,0.0,5.69,NASA POWER & Microclimate Model,38.76,2020-03-18,1584534600,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-19 12:30:00,34.96,20.08,27.33,45.7,0.0,4.93,NASA POWER & Microclimate Model,38.99,2020-03-19,1584621000,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-20 12:30:00,33.86,20.38,27.2,48.23,0.54,4.43,NASA POWER & Microclimate Model,37.52,2020-03-20,1584707400,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-21 12:30:00,34.58,20.61,27.72,46.67,0.02,4.25,NASA POWER & Microclimate Model,38.52,2020-03-21,1584793800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-22 12:30:00,32.21,22.86,27.14,57.13,7.08,3.38,NASA POWER & Microclimate Model,36.7,2020-03-22,1584880200,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-23 12:30:00,32.67,19.87,26.41,57.01,0.24,4.82,NASA POWER & Microclimate Model,37.7,2020-03-23,1584966600,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-24 12:30:00,33.64,21.2,27.96,50.3,0.14,2.74,NASA POWER & Microclimate Model,37.71,2020-03-24,1585053000,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-25 12:30:00,35.36,22.45,28.61,51.43,0.22,3.31,NASA POWER & Microclimate Model,42.14,2020-03-25,1585139400,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-26 12:30:00,36.33,23.6,29.87,47.07,0.0,3.82,NASA POWER & Microclimate Model,42.66,2020-03-26,1585225800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-27 12:30:00,37.66,22.66,30.53,47.82,0.0,5.54,NASA POWER & Microclimate Model,46.44,2020-03-27,1585312200,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-28 12:30:00,38.87,23.51,31.32,48.85,0.0,6.84,NASA POWER & Microclimate Model,50.47,2020-03-28,1585398600,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-29 12:30:00,38.68,24.69,31.25,47.39,0.0,7.31,NASA POWER & Microclimate Model,49.03,2020-03-29,1585485000,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-30 12:30:00,38.14,23.35,30.67,36.18,0.0,6.37,NASA POWER & Microclimate Model,42.05,2020-03-30,1585571400,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-31 12:30:00,37.9,21.68,29.99,35.76,0.0,5.33,NASA POWER & Microclimate Model,41.39,2020-03-31,1585657800,12,30,3,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-01 12:30:00,38.37,23.81,30.9,36.1,0.0,5.47,NASA POWER & Microclimate Model,42.5,2020-04-01,1585744200,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-02 12:30:00,39.2,23.47,31.31,60.56,0.19,9.5,NASA POWER & Microclimate Model,59.91,2020-04-02,1585830600,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-03 12:30:00,37.82,25.56,31.1,64.12,6.03,8.1,NASA POWER & Microclimate Model,57.22,2020-04-03,1585917000,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-04 12:30:00,37.34,24.48,30.42,63.52,5.54,5.29,NASA POWER & Microclimate Model,54.96,2020-04-04,1586003400,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-05 12:30:00,37.18,24.37,30.26,64.11,3.57,6.52,NASA POWER & Microclimate Model,54.76,2020-04-05,1586089800,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-06 12:30:00,37.73,23.45,29.9,59.39,2.8,6.98,NASA POWER & Microclimate Model,53.58,2020-04-06,1586176200,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-07 12:30:00,39.07,24.01,30.63,59.63,3.03,10.8,NASA POWER & Microclimate Model,58.68,2020-04-07,1586262600,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-08 12:30:00,39.44,25.99,31.69,61.86,0.04,11.2,NASA POWER & Microclimate Model,61.94,2020-04-08,1586349000,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-09 12:30:00,37.86,24.58,30.75,63.09,0.05,8.93,NASA POWER & Microclimate Model,56.63,2020-04-09,1586435400,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-10 12:30:00,39.13,24.16,31.44,56.57,0.0,6.84,NASA POWER & Microclimate Model,56.58,2020-04-10,1586521800,12,30,4,2020
